merchant,description,category
DIRECT DEBIT Court Payment $345.77 Maintenance fee,,Bills & Utilities
Amtrak,Parking daily,Transport
BEST BUY #5402 PHOENIX Scarf,,Shopping
HOSPITAL BILL $106.07,,Healthcare
United Way,общее,Other
Crypto Exchange,,Income
Pediatrician,médical,Healthcare
POS PURCHASE Smoothie Bar MUMBAI Beer,,Food & Drink
PG&E ELECTRIC $210.01,,Bills & Utilities
eBay,Office supplies,Shopping
Karaoke,Bowling night,Entertainment
Charter,Deductible,Bills & Utilities
DOORDASH *Tandoori Nights PURCHASE,,Food & Drink
TARGET T-5792 PURCHASE,,Shopping
PLAYSTATION STORE $127.94,,Entertainment
Airbnb,Paint,Housing
Textbook Store,bücher,Education
H&M,Pet supplies,Shopping
Tiffany & Co,متجر,Shopping
PARKING PHOENIX $116.83 Parking daily,,Transport
BEST BUY #5053 DUBAI,,Shopping
Amazon Locker,Unknown,Other
PLURALSIGHT $313.26,,Education
Buffalo Wild Wings,Smoothie,Food & Drink
Overstock,Skincare,Shopping
FEDEx SHIPPING $106.13,,Other
Wayfair,Belt,Shopping
H-E-B,Takeout,Food & Drink
Arby's,All-you-can-eat,Food & Drink
FlixBus,Tire rotation,Transport
Textbook Store,Dance class,Education
Internet Provider,Internet bill,Bills & Utilities
YouTube TV,Rental,Entertainment
Court Payment,Cloud storage,Bills & Utilities
Convenience Fee,Penalty,Other
KAISER PERMANENTE $1055.44,,Healthcare
Stationery,Lab fee,Education
Shein,vêtements,Shopping
Gym Membership,サブスクリプション,Bills & Utilities
GOVERNMENT PAYMENT $168.15,,Other
Flipkart,Retail,Shopping
Streaming service,영화,Entertainment
Vision Center,Specialist visit,Healthcare
Brinks,订阅,Bills & Utilities
D&D Session,Movie,Entertainment
Marco's Pizza,almoço,Food & Drink
METRO TRANSIT $79.94 Airline ticket,,Transport
WALGREENS #4107 $701.27,,Healthcare
Plumber,Move-in fee,Housing
Spotify,,Entertainment
LYFT RIDES $411.30 Supercharger,,Transport
DEBIT PURCHASE Bloomingdale's Phone case,,Shopping
Angi,,Housing
MISC PURCHASE $99.90 Various,,Other
Prescription,医疗,Healthcare
TaskRabbit,Appliance,Housing
TARGET T-2437 PURCHASE,,Shopping
WALGREENS #7382 $650.25,,Healthcare
BANK FEE $183.05 Dry cleaning,,Other
Etsy,,Income
Deutsche Bahn,Lyft,Transport
MEDICAL CENTER $96.17 Contacts,,Healthcare
EXXON MOBIL #1855,,Transport
Brilliant,Financial aid,Education
STATE TREASURY REFUND Cash back reward,,Income
ACH CREDIT 401k Distribution,,Income
LIVE NATION $68.72,,Entertainment
LOWES #1708 $2781.85 Home insurance,,Housing
Home Depot,Office supplies,Shopping
ONLINE PURCHASE Dutch Bros.COM,,Food & Drink
POS PURCHASE Burger King NEW YORK Snack,,Food & Drink
In-N-Out Burger,Brunch,Food & Drink
First Aid,Pet medication,Healthcare
KAISER PERMANENTE $1150.99 Dental work,,Healthcare
PG&E ELECTRIC $323.00 Family plan,,Bills & Utilities
Social Security,Points redemption,Income
UNITED AIRLINES $41.34 Charging,,Transport
PLURALSIGHT $1445.44 Data science course,,Education
In-N-Out Burger,Cake,Food & Drink
SPOTIFY USA $130.87 Festival,,Entertainment
Trainline,Daily commute,Transport
iHeartRadio,musique,Entertainment
Smart Lock,Garden,Housing
RENT PAYMENT $2245.98 Furniture,,Housing
SPOTIFY USA $15.79 Music streaming,,Entertainment
MEDICAL CENTER $1070.86,,Healthcare
ONLINE PURCHASE Tonkotsu Ramen.COM Seafood,,Food & Drink
HOME DEPOT.COM $1607.47,,Housing
Car Rental,,Transport
HOME DEPOT #8870 $1082.37,,Housing
Community College,Tuition,Education
Instituto Cervantes,Study material,Education
Home Security,abonnement,Bills & Utilities
Publix STORE #4614 PURCHASE,,Food & Drink
HOA DUES $1258.21,,Housing
Vivid Seats,cinema,Entertainment
Ambulance,Vaccination,Healthcare
Notary,Certification,Other
Severance,zahlung,Income
Trader Joe's,Alcohol,Food & Drink
Pharmacy,Urgent care,Healthcare
Alamo,,Transport
STOCK SALE RETA $3845.36,,Income
Smart Lock,Rent,Housing
UNIVERSITY TUITION $1639.27,,Education
Box,,Bills & Utilities
Maid Brigade,Paint,Housing
Omio,Uber,Transport
AMC Theatres,娱乐,Entertainment
WALGREENS #7924 $75.74,,Healthcare
WAL-MART SUPERCENTER #4874 Fragrance,,Shopping
Copy Shop,Other,Other
COMCAST CABLE $161.31,,Bills & Utilities
Wire Transfer Fee,一般,Other
EXXON MOBIL #2212 Annual pass,,Transport
Hack Reactor,Technology fee,Education
AMC Theatres,Expansion,Entertainment
NETFLIX.COM $180.67 Festival,,Entertainment
Apartments.com,Roofing,Housing
PLURALSIGHT $365.47,,Education
DIRECT DEPOSIT PAYROLL $4309.14 Freelance work,,Income
Best Buy,घर,Shopping
SPOTIFY USA $126.53,,Entertainment
SCHOOL PAYMENT $678.24,,Education
STATE TREASURY REFUND Claim settlement,,Income
Habitat for Humanity,Uncategorized,Other
MEDICAL CENTER $86.97 Vitamins,,Healthcare
Accountant,その他,Other
Panera Bread,Sushi,Food & Drink
BOOK STORE $431.93,,Education
POS PURCHASE Dave & Buster's DUBAI,,Food & Drink
Casino,Museum visit,Entertainment
YouTube Premium,Music,Entertainment
LOWES #1595 $1926.66,,Housing
freeCodeCamp,universität,Education
Pet Store,Certification,Other
Cash Back,Interest payment,Income
STEAM PURCHASE $22.10 Manicure,,Entertainment
CVS PHARMACY #1671 $1166.41,,Healthcare
PLURALSIGHT $842.01,,Education
Naan Stop,Quick bite,Food & Drink
STEAM PURCHASE $28.62,,Entertainment
Junk Removal,Smart home,Housing
Dior,Wedding gift,Shopping
HOSPITAL BILL $683.37 Hospital stay,,Healthcare
LIVE NATION $194.81 Fair,,Entertainment
PURCHASE AUTHORIZED Del Taco $35.92,,Food & Drink
Pluralsight,Certification,Education
Storage Unit,Airbnb stay,Housing
DEBIT PURCHASE Shein Kitchenware,,Shopping
AUTOPAY VERIZON WIRELESS $294.78 Installation fee,,Bills & Utilities
Data plan,assurance,Bills & Utilities
Psychiatrist,Procedure,Healthcare
Vitamins,Flu shot,Healthcare
XBOX LIVE $23.38 Audiobook,,Entertainment
401k Distribution,зарплата,Income
YouTube Music,मनोरंजन,Entertainment
BioReference,Retainer,Healthcare
Grooming,Babysitting,Other
Season Pass,DLC,Entertainment
Butcher Shop,Afternoon tea,Food & Drink
Harvard Extension,Tuition,Education
Apartment,Rent,Housing
Orkin,Paint,Housing
Conference,Test preparation,Education
Micro Center,magasin,Shopping
Dry Cleaners,,Other
Wingstop,コーヒー,Food & Drink
KAISER PERMANENTE $404.16 Vitamins,,Healthcare
SKILLSHARE $357.10,,Education
SHELL OIL SYDNEY #3125,,Transport
Pet Boarding,Transfer,Other
Sears Optical,Extraction,Healthcare
Tim Hortons SUBSCRIPTION RENEWAL Latte,,Food & Drink
Spotify,Facial,Entertainment
Casino,सामान्य,Other
LIVE NATION $94.70,,Entertainment
Extra Space,Lease payment,Housing
Concert ticket,映画,Entertainment
Dick's Sporting Goods,eletrônicos,Shopping
XBOX LIVE $74.76 Manicure,,Entertainment
Spotify,Season pass,Entertainment
VRBO,Maid service,Housing
HOSPITAL BILL $1144.58,,Healthcare
Sewer Bill,Broadband,Bills & Utilities
Continuing Education,学校,Education
HOSPITAL BILL $71.21,,Healthcare
Contractor,Storage,Housing
LensCrafters,Extraction,Healthcare
Paycheck,ingresos,Income
HOA Payment,Smart home,Housing
EXXON MOBIL #5982 Ride share,,Transport
H&M,Microtransaction,Shopping
Blood test,Dental checkup,Healthcare
HOME DEPOT.COM $2409.59 Vacation rental,,Housing
Seminar,Cooking class,Education
Copy Shop,Top-up,Other
Codecademy,éducation,Education
DOORDASH *Shake Shack PURCHASE Lunch,,Food & Drink
UPS SHIPPING $103.46,,Other
COMCAST CABLE $23.30,,Bills & Utilities
Sewer Bill,Late fee,Bills & Utilities
Cardiologist,Emergency,Healthcare
Temu,Digital purchase,Shopping
ONLINE PURCHASE Smoothie King.COM,,Food & Drink
Qatar Airways,Checked bag,Transport
QUEST DIAGNOSTICS $1027.26,,Healthcare
PARKING SAO PAULO $458.62 Long distance ride,,Transport
Disney+,Cable,Bills & Utilities
Live Nation,Live music,Entertainment
Miscellaneous,Fine payment,Other
Apple Store,Gift,Shopping
PLAYSTATION STORE $82.76 Concert,,Entertainment
SCHOOL PAYMENT $1627.62,,Education
FiOS,factures,Bills & Utilities
Flooring,Repair supplies,Housing
Microsoft 365,订阅,Bills & Utilities
HOME DEPOT #4406 $827.25,,Housing
Trulia,बंधक,Housing
Overdraft Fee,General expense,Other
SNCF,In-flight meal,Transport
POS PURCHASE Butcher Shop SEOUL,,Food & Drink
Hobby,Film,Entertainment
PG&E,Water bill,Bills & Utilities
Ross Stores,Outdoor gear,Shopping
PARKING SINGAPORE $210.17,,Transport
Cinemark,cine,Entertainment
Craigslist Housing,hogar,Housing
Workshop,образование,Education
Gym,,Entertainment
Apple TV+,Series,Entertainment
Berlitz,Lifetime access,Education
FiOS,Subscription,Bills & Utilities
Apple,,Shopping
Refund,Refund,Income
QUEST DIAGNOSTICS $634.80,,Healthcare
DEBIT PURCHASE Dollar Tree Kitchenware,,Shopping
DEBIT CARD PURCHASE Bun Bo Hue Milkshake,,Food & Drink
PG&E ELECTRIC $301.25 Service fee,,Bills & Utilities
Clinic,médical,Healthcare
PLAYSTATION STORE $6.79 Podcast,,Entertainment
Orkin,Property tax,Housing
METRO TRANSIT $443.50 Brake pads,,Transport
MinuteClinic,krankenhaus,Healthcare
State Tax Refund,,Income
DataCamp,Data science course,Education
QUEST DIAGNOSTICS $173.83,,Healthcare
UBER EATS *Little Caesars PURCHASE,,Food & Drink
Nationwide,seguro,Bills & Utilities
PURCHASE AUTHORIZED Nando's $80.29 Latte,,Food & Drink
UBER EATS *Sweetgreen PURCHASE,,Food & Drink
BOOK STORE $1990.06 Diploma,,Education
EA Play,cine,Entertainment
CHEGG STUDY $1183.62 Fellowship,,Education
Kindle,Audiobook,Entertainment
E-ZPass,táxi,Transport
EXXON MOBIL #1313,,Transport
Dick's Sporting Goods,Gadgets,Shopping
School Supplies,bildung,Education
Window Repair,Move-in fee,Housing
Peacock,موسيقى,Entertainment
United Airlines,Flight,Transport
T-MOBILE AUTOPAY $68.20,,Bills & Utilities
DIRECT DEBIT USAA $323.72 Family plan,,Bills & Utilities
PHARMACY PURCHASE $563.38 Physical exam,,Healthcare
AT&T,Recurring charge,Bills & Utilities
Cisco Learning,курс,Education
Panera Bread,Seafood,Food & Drink
Hertz,,Transport
Coursera,Tuition fee,Education
DEBIT PURCHASE JOANN Gadgets,,Shopping
LYFT RIDES $782.53 Car rental,,Transport
PHARMACY PURCHASE $1389.73 Lab results,,Healthcare
Furniture Store,alquiler,Housing
TaskRabbit,Security,Housing
QUEST DIAGNOSTICS $1167.67,,Healthcare
Applebee's,Ice cream,Food & Drink
Airport,Oil change,Transport
BANK FEE $164.31,,Other
Realtor.com,Furniture,Housing
Vocational Training,,Education
DEBIT CARD PURCHASE Panda Express Catering order,,Food & Drink
Cox Communications,abonnement,Bills & Utilities
CARD 4005 PURCHASE Krispy Kreme Beer,,Food & Drink
CreativeLive,Swimming lesson,Education
Arcade,,Entertainment
Animal Hospital,مستشفى,Healthcare
OB/GYN,Procedure,Healthcare
UPS SHIPPING $3.67 Unknown,,Other
Under Armour,Apparel,Shopping
Facebook Marketplace,홈,Housing
Thai Basil,café da manhã,Food & Drink
Vision Center,병원,Healthcare
CVS PHARMACY #6189 $1334.85 Hospital stay,,Healthcare
Convenience Fee,Other,Other
Bond Maturity,Capital gains,Income
Codecademy,Online course,Education
Opera,стриминг,Entertainment
Prize Money,Settlement check,Income
Spirit,燃料,Transport
HOME DEPOT.COM $1554.36 Garden,,Housing
Macy's,Clothing,Shopping
Vitamins,Root canal,Healthcare
Consulting Fee,,Income
Cisco Learning,Student loan,Education
Property Management Co.,Tax payment,Housing
CompTIA,Certification,Education
T-MOBILE AUTOPAY $95.96 Convenience fee,,Bills & Utilities
Hardwood,Security,Housing
STEAM PURCHASE $6.87,,Entertainment
HomeAdvisor,Contractor,Housing
COURSERA PURCHASE $1644.74 Tech course,,Education
Lease,Move-in fee,Housing
DIRECT DEPOSIT PAYROLL $5651.01,,Income
Lawyer,Misc purchase,Other
HOA DUES $2184.57,,Housing
GOVERNMENT PAYMENT $136.53,,Other
Prize Money,pago,Income
QUEST DIAGNOSTICS $1292.80,,Healthcare
PROPERTY TAX $732.76,,Housing
UPS SHIPPING $7.42,,Other
Seafood Market,Juice,Food & Drink
Grubhub Order,Latte,Food & Drink
Maid Brigade,Security deposit,Housing
PAYPAL TRANSFER $5128.02,,Income
Mosquito Control,wohnung,Housing
XBOX LIVE $196.82,,Entertainment
QUEST DIAGNOSTICS $709.86,,Healthcare
BOOK STORE $1386.69,,Education
EXXON MOBIL #2233,,Transport
Alamo,タクシー,Transport
Adobe Creative Cloud,Broadband,Bills & Utilities
Mount Sinai,Diabetic supplies,Healthcare
Squarespace,Side hustle,Income
Sport Rehab,Supplement,Healthcare
E-ZPass,essence,Transport
POS PURCHASE Cava NEW YORK Holiday dinner,,Food & Drink
DIVIDEND CRYP $5205.93,,Income
Instituto Cervantes,bücher,Education
Aspen Dental,Root canal,Healthcare
Contractor,Landscaping,Housing
QUEST DIAGNOSTICS $1408.84,,Healthcare
Sonic,Sushi,Food & Drink
Temu,,Shopping
NETFLIX.COM $89.67,,Entertainment
SHELL OIL SEOUL #1473,,Transport
Binance,Donation received,Income
Spotify,Monitoring fee,Bills & Utilities
Plumbing,Airbnb stay,Housing
DEBIT PURCHASE Marketplace Order Makeup,,Shopping
SeatGeek,развлечения,Entertainment
STOCK SALE FIVE $359.45,,Income
Zaxby's,Sushi,Food & Drink
ONLINE PURCHASE Pizza Place.COM,,Food & Drink
Software,Cloud subscription,Shopping
WESTERN UNION $184.81,,Other
SCHOOL PAYMENT $1828.87,,Education
CVS Pharmacy,Hospital stay,Healthcare
Macy's,Subscription box,Shopping
LYFT RIDES $362.52,,Transport
Dropbox,страховка,Bills & Utilities
AUTOPAY VERIZON WIRELESS $184.25 Subscription,,Bills & Utilities
First Aid,歯科,Healthcare
Peloton,Internet,Bills & Utilities
Parking,Infraction,Other
Escape Room,Podcast,Entertainment
Southwest Airlines,Lyft,Transport
UPS SHIPPING $130.81,,Other
Disney+,खेल,Entertainment
SPOTIFY USA $193.41,,Entertainment
Princeton Review,Lab fee,Education
Model building,Pay-per-view,Entertainment
PLURALSIGHT $54.03 Learning,,Education
Concert,Theatre,Entertainment
Emergency room,Supplement,Healthcare
Cathay Pacific,EV charging,Transport
TICKETMASTER $129.29,,Entertainment
Bet,divers,Other
QUEST DIAGNOSTICS $215.65,,Healthcare
Season Pass,Training session,Entertainment
CrossFit,Processing fee,Bills & Utilities
First American,주택담보대출,Housing
PARKING DUBAI $254.86,,Transport
Physical Therapy,Orthodontist,Healthcare
National Grid,Software subscription,Bills & Utilities
Car Wash,Diesel,Transport
BEST BUY #2227 SAO PAULO,,Shopping
HOA DUES $1144.12,,Housing
NETFLIX.COM $57.04 Karaoke night,,Entertainment
Texas Roadhouse,コーヒー,Food & Drink
Home Depot,Home improvement,Shopping
DEBIT PURCHASE Apple Hardware,,Shopping
Planned Parenthood,Surgery,Healthcare
Walmart SUBSCRIPTION RENEWAL,,Food & Drink
Recycling,账单,Bills & Utilities
Camera equipment,streaming,Entertainment
Furniture Store,Packing,Housing
PG&E ELECTRIC $306.25,,Bills & Utilities
Plant Store,Unit rental,Other
HOME DEPOT.COM $853.61 Lease payment,,Housing
Amazon Prime,Family plan,Bills & Utilities
Trust Distribution,Dividend payment,Income
DEBIT CARD PURCHASE Nothing Bundt Cakes,,Food & Drink
POS PURCHASE Costco SINGAPORE Weekly groceries,,Food & Drink
DEBIT CARD PURCHASE Genki Sushi,,Food & Drink
Recycling,Cable,Bills & Utilities
PG&E,Electric bill,Bills & Utilities
Live Nation,Annual plan,Entertainment
Settlement,Points redemption,Income
Best Buy,购物,Shopping
Nationwide,Gas bill,Bills & Utilities
TICKETMASTER $101.20,,Entertainment
PLURALSIGHT $265.99 Course,,Education
STATE FARM INS $58.51,,Bills & Utilities
DIRECT DEBIT HOA Dues $281.30,,Bills & Utilities
Bet,Postage,Other
HOME DEPOT.COM $1855.25,,Housing
Public Storage,Lawn mowing,Housing
AT&T,utilidades,Bills & Utilities
UBER EATS *Insomnia Cookies PURCHASE Afternoon tea,,Food & Drink
TICKETMASTER $48.29,,Entertainment
WESTERN UNION $73.92 Handling,,Other
Uber,reise,Transport
NETFLIX.COM $70.81 Open mic,,Entertainment
VENMO CASHOUT $4030.37 Claim settlement,,Income
Tidal,Game purchase,Entertainment
Freenow,وقود,Transport
Consulting Fee,salaire,Income
Adobe Creative Cloud,utilidades,Bills & Utilities
Concert ticket,,Entertainment
DELTA AIR LINES $392.70,,Transport
Cava,Business lunch,Food & Drink
HOME DEPOT #2740 $1933.86,,Housing
Bolt,Monthly transit,Transport
WAL-MART SUPERCENTER #4180 T-shirt,,Shopping
AMC THEATRES MUMBAI $58.89,,Entertainment
CVS Pharmacy,Dental cleaning,Healthcare
ONLINE PURCHASE Trader Joe's.COM Steak,,Food & Drink
Flooring,hypothek,Housing
West End,Monthly subscription,Entertainment
ADT,구독,Bills & Utilities
Toll,Misc purchase,Other
ATM WITHDRAWAL FEE Damage payment,,Other
T-MOBILE AUTOPAY $182.76,,Bills & Utilities
IRCTC,Premium gas,Transport
PLURALSIGHT $152.21 Guitar lesson,,Education
Cisco Learning,Spanish class,Education
Rainforest Cafe,petit-déjeuner,Food & Drink
Spectrum,Security system,Bills & Utilities
Grab,avion,Transport
HOME DEPOT #6179 $1374.21 Electrician,,Housing
GOVERNMENT PAYMENT $22.09 Kennel,,Other
PLURALSIGHT $1904.51 Tech course,,Education
LYFT RIDES $488.43 Brake pads,,Transport
Bolt,燃料,Transport
Rail Europe,Airline ticket,Transport
H-E-B,restaurant,Food & Drink
Dry Cleaners,Replacement,Other
XBOX LIVE $28.15,,Entertainment
AT&T,Fiber,Bills & Utilities
SKILLSHARE $1669.04,,Education
Seafood Market SUBSCRIPTION RENEWAL,,Food & Drink
Blood test,Crown,Healthcare
Sale Proceeds,Refund,Income
Moving Company,Maintenance,Housing
PHARMACY PURCHASE $1324.87,,Healthcare
Walgreens,Skincare,Shopping
VENMO CASHOUT $4072.62 Insurance payout,,Income
freeCodeCamp,universidad,Education
DELTA AIR LINES $202.55,,Transport
IKEA,compras,Shopping
ONLINE PURCHASE Tonkotsu Ramen.COM Counter service,,Food & Drink
Deezer,Series,Entertainment
Workshop,Fellowship,Education
H&M,kleidung,Shopping
UBER EATS *Deli PURCHASE,,Food & Drink
Improv,موسيقى,Entertainment
AMAZON.COM PURCHASE $432.64 Beauty products,,Shopping
PLURALSIGHT $543.97 Degree program,,Education
GEICO PAYMENT $195.78 Phone bill,,Bills & Utilities
PHARMACY PURCHASE $1363.90 Medical bill,,Healthcare
HOSPITAL BILL $936.83 CPAP supplies,,Healthcare
Casino,Accounting,Other
BANK FEE $193.51 Fine payment,,Other
BP Pulse,Parking fee,Transport
Car Rental,Taxi,Transport
Veterinarian,अस्पताल,Healthcare
RECURRING PAYMENT CrossFit,,Bills & Utilities
ONLINE PURCHASE Tesco.COM Juice,,Food & Drink
SPOTIFY USA $175.37,,Entertainment
Planned Parenthood,Urgent care,Healthcare
APPLE STORE PURCHASE $105.30,,Shopping
COURSERA PURCHASE $1038.07 Cooking class,,Education
Radiology Associates,Follow-up,Healthcare
CHEGG STUDY $494.12 Practice exam,,Education
SKILLSHARE $262.54 Yoga class,,Education
Health insurance copay,अस्पताल,Healthcare
Lyft,transport,Transport
BANK FEE $121.87 Childcare,,Other
PURCHASE AUTHORIZED Safeway $56.39,,Food & Drink
BEST BUY #9545 SINGAPORE Gadgets,,Shopping
Plumbing,Maid service,Housing
PARKING HOUSTON $66.68 Airport shuttle,,Transport
Cleaning Service,hogar,Housing
